IR-(2004) [25] AL-&-ML-(2005)
IR-(2004) [23] IR-(2005)
IR-(2004) [37] DM-(2005)
IR-(2004) [9] AL-&-TH-(2005)
IR-(2004) [10] CV-(2005)
IR-(2004) [219] Not-listed-2005
Not-listed-2004 [322] IR-(2005)
DM-(2004) [34] DB-(2005)
DM-(2004) [72] AL-&-ML-(2005)
DM-(2004) [33] IR-(2005)
DM-(2004) [97] DM-(2005)
DM-(2004) [24] AL-&-TH-(2005)
DM-(2004) [9] CV-(2005)
DM-(2004) [511] Not-listed-2005
Not-listed-2004 [638] DM-(2005)
AL-&-TH-(2004) [26] DB-(2005)
AL-&-TH-(2004) [33] AL-&-ML-(2005)
AL-&-TH-(2004) [5] IR-(2005)
AL-&-TH-(2004) [24] DM-(2005)
AL-&-TH-(2004) [132] AL-&-TH-(2005)
AL-&-TH-(2004) [3] CV-(2005)
AL-&-TH-(2004) [317] Not-listed-2005
Not-listed-2004 [337] AL-&-TH-(2005)
CV-(2004) [15] DB-(2005)
CV-(2004) [9] AL-&-ML-(2005)
CV-(2004) [2] IR-(2005)
CV-(2004) [1] DM-(2005)
CV-(2004) [1] AL-&-TH-(2005)
CV-(2004) [57] CV-(2005)
CV-(2004) [135] Not-listed-2005
Not-listed-2004 [625] CV-(2005)
DB-(2005) [181] DB-(2006)
DB-(2005) [31] AL-&-ML-(2006)
DB-(2005) [8] IR-(2006)
DB-(2005) [51] DM-(2006)
DB-(2005) [23] AL-&-TH-(2006)
DB-(2005) [10] CV-(2006)
DB-(2005) [491] Not-listed-2006
Not-listed-2005 [599] DB-(2006)
AL-&-ML-(2005) [40] DB-(2006)
AL-&-ML-(2005) [207] AL-&-ML-(2006)
AL-&-ML-(2005) [27] IR-(2006)
AL-&-ML-(2005) [105] DM-(2006)
AL-&-ML-(2005) [54] AL-&-TH-(2006)
AL-&-ML-(2005) [5] CV-(2006)
AL-&-ML-(2005) [1367] Not-listed-2006
Not-listed-2005 [774] AL-&-ML-(2006)
IR-(2005) [6] DB-(2006)
IR-(2005) [43] AL-&-ML-(2006)
IR-(2005) [30] IR-(2006)
IR-(2005) [30] DM-(2006)
IR-(2005) [9] AL-&-TH-(2006)
IR-(2005) [8] CV-(2006)
IR-(2005) [281] Not-listed-2006
Not-listed-2005 [300] IR-(2006)
DM-(2005) [62] DB-(2006)
DM-(2005) [102] AL-&-ML-(2006)
DM-(2005) [56] IR-(2006)
DM-(2005) [94] DM-(2006)
DM-(2005) [49] AL-&-TH-(2006)
DM-(2005) [5] CV-(2006)
DM-(2005) [541] Not-listed-2006
Not-listed-2005 [624] DM-(2006)
AL-&-TH-(2005) [49] DB-(2006)
AL-&-TH-(2005) [50] AL-&-ML-(2006)
AL-&-TH-(2005) [4] IR-(2006)
AL-&-TH-(2005) [35] DM-(2006)
AL-&-TH-(2005) [97] AL-&-TH-(2006)
AL-&-TH-(2005) [0] CV-(2006)
AL-&-TH-(2005) [317] Not-listed-2006
Not-listed-2005 [381] AL-&-TH-(2006)
CV-(2005) [12] DB-(2006)
CV-(2005) [16] AL-&-ML-(2006)
CV-(2005) [6] IR-(2006)
CV-(2005) [25] DM-(2006)
CV-(2005) [6] AL-&-TH-(2006)
CV-(2005) [69] CV-(2006)
CV-(2005) [596] Not-listed-2006
Not-listed-2005 [211] CV-(2006)
DB-(2006) [215] DB-(2007)
DB-(2006) [39] AL-&-ML-(2007)
DB-(2006) [12] IR-(2007)
DB-(2006) [56] DM-(2007)
DB-(2006) [47] AL-&-TH-(2007)
DB-(2006) [22] CV-(2007)
DB-(2006) [558] Not-listed-2007
Not-listed-2006 [569] DB-(2007)
AL-&-ML-(2006) [23] DB-(2007)
AL-&-ML-(2006) [264] AL-&-ML-(2007)
AL-&-ML-(2006) [33] IR-(2007)
AL-&-ML-(2006) [75] DM-(2007)
AL-&-ML-(2006) [46] AL-&-TH-(2007)
AL-&-ML-(2006) [78] CV-(2007)
AL-&-ML-(2006) [704] Not-listed-2007
Not-listed-2006 [1614] AL-&-ML-(2007)
IR-(2006) [15] DB-(2007)
IR-(2006) [17] AL-&-ML-(2007)
IR-(2006) [42] IR-(2007)
IR-(2006) [26] DM-(2007)
IR-(2006) [4] AL-&-TH-(2007)
IR-(2006) [21] CV-(2007)
IR-(2006) [306] Not-listed-2007
Not-listed-2006 [405] IR-(2007)
DM-(2006) [48] DB-(2007)
DM-(2006) [91] AL-&-ML-(2007)
DM-(2006) [47] IR-(2007)
DM-(2006) [84] DM-(2007)
DM-(2006) [44] AL-&-TH-(2007)
DM-(2006) [41] CV-(2007)
DM-(2006) [609] Not-listed-2007
Not-listed-2006 [656] DM-(2007)
AL-&-TH-(2006) [26] DB-(2007)
AL-&-TH-(2006) [64] AL-&-ML-(2007)
AL-&-TH-(2006) [10] IR-(2007)
AL-&-TH-(2006) [42] DM-(2007)
AL-&-TH-(2006) [76] AL-&-TH-(2007)
AL-&-TH-(2006) [17] CV-(2007)
AL-&-TH-(2006) [384] Not-listed-2007
Not-listed-2006 [416] AL-&-TH-(2007)
CV-(2006) [13] DB-(2007)
CV-(2006) [14] AL-&-ML-(2007)
CV-(2006) [6] IR-(2007)
CV-(2006) [7] DM-(2007)
CV-(2006) [1] AL-&-TH-(2007)
CV-(2006) [91] CV-(2007)
CV-(2006) [176] Not-listed-2007
Not-listed-2006 [1877] CV-(2007)
DB-(2007) [191] DB-(2008)
DB-(2007) [20] AL-&-ML-(2008)
DB-(2007) [17] IR-(2008)
DB-(2007) [53] DM-(2008)
DB-(2007) [49] AL-&-TH-(2008)
DB-(2007) [9] CV-(2008)
DB-(2007) [570] Not-listed-2008
Not-listed-2007 [464] DB-(2008)
AL-&-ML-(2007) [22] DB-(2008)
AL-&-ML-(2007) [263] AL-&-ML-(2008)
AL-&-ML-(2007) [35] IR-(2008)
AL-&-ML-(2007) [131] DM-(2008)
AL-&-ML-(2007) [25] AL-&-TH-(2008)
AL-&-ML-(2007) [106] CV-(2008)
AL-&-ML-(2007) [1521] Not-listed-2008
Not-listed-2007 [707] AL-&-ML-(2008)
IR-(2007) [8] DB-(2008)
IR-(2007) [18] AL-&-ML-(2008)
IR-(2007) [85] IR-(2008)
IR-(2007) [43] DM-(2008)
IR-(2007) [1] AL-&-TH-(2008)
IR-(2007) [18] CV-(2008)
IR-(2007) [382] Not-listed-2008
Not-listed-2007 [370] IR-(2008)
DM-(2007) [32] DB-(2008)
DM-(2007) [64] AL-&-ML-(2008)
DM-(2007) [41] IR-(2008)
DM-(2007) [124] DM-(2008)
DM-(2007) [34] AL-&-TH-(2008)
DM-(2007) [47] CV-(2008)
DM-(2007) [604] Not-listed-2008
Not-listed-2007 [714] DM-(2008)
AL-&-TH-(2007) [74] DB-(2008)
AL-&-TH-(2007) [10] AL-&-ML-(2008)
AL-&-TH-(2007) [8] IR-(2008)
AL-&-TH-(2007) [31] DM-(2008)
AL-&-TH-(2007) [113] AL-&-TH-(2008)
AL-&-TH-(2007) [6] CV-(2008)
AL-&-TH-(2007) [392] Not-listed-2008
Not-listed-2007 [429] AL-&-TH-(2008)
CV-(2007) [15] DB-(2008)
CV-(2007) [100] AL-&-ML-(2008)
CV-(2007) [32] IR-(2008)
CV-(2007) [70] DM-(2008)
CV-(2007) [17] AL-&-TH-(2008)
CV-(2007) [367] CV-(2008)
CV-(2007) [1546] Not-listed-2008
Not-listed-2007 [816] CV-(2008)
DB-(2008) [205] DB-(2009)
DB-(2008) [12] AL-&-ML-(2009)
DB-(2008) [7] IR-(2009)
DB-(2008) [44] DM-(2009)
DB-(2008) [64] AL-&-TH-(2009)
DB-(2008) [11] CV-(2009)
DB-(2008) [463] Not-listed-2009
Not-listed-2008 [506] DB-(2009)
AL-&-ML-(2008) [20] DB-(2009)
AL-&-ML-(2008) [145] AL-&-ML-(2009)
AL-&-ML-(2008) [59] IR-(2009)
AL-&-ML-(2008) [71] DM-(2009)
AL-&-ML-(2008) [22] AL-&-TH-(2009)
AL-&-ML-(2008) [66] CV-(2009)
AL-&-ML-(2008) [799] Not-listed-2009
Not-listed-2008 [836] AL-&-ML-(2009)
IR-(2008) [18] DB-(2009)
IR-(2008) [45] AL-&-ML-(2009)
IR-(2008) [90] IR-(2009)
IR-(2008) [45] DM-(2009)
IR-(2008) [13] AL-&-TH-(2009)
IR-(2008) [13] CV-(2009)
IR-(2008) [364] Not-listed-2009
Not-listed-2008 [399] IR-(2009)
DM-(2008) [57] DB-(2009)
DM-(2008) [93] AL-&-ML-(2009)
DM-(2008) [49] IR-(2009)
DM-(2008) [191] DM-(2009)
DM-(2008) [34] AL-&-TH-(2009)
DM-(2008) [86] CV-(2009)
DM-(2008) [656] Not-listed-2009
Not-listed-2008 [837] DM-(2009)
AL-&-TH-(2008) [64] DB-(2009)
AL-&-TH-(2008) [22] AL-&-ML-(2009)
AL-&-TH-(2008) [4] IR-(2009)
AL-&-TH-(2008) [49] DM-(2009)
AL-&-TH-(2008) [105] AL-&-TH-(2009)
AL-&-TH-(2008) [23] CV-(2009)
AL-&-TH-(2008) [401] Not-listed-2009
Not-listed-2008 [371] AL-&-TH-(2009)
CV-(2008) [14] DB-(2009)
CV-(2008) [60] AL-&-ML-(2009)
CV-(2008) [11] IR-(2009)
CV-(2008) [80] DM-(2009)
CV-(2008) [5] AL-&-TH-(2009)
CV-(2008) [360] CV-(2009)
CV-(2008) [839] Not-listed-2009
Not-listed-2008 [1199] CV-(2009)
DB-(2009) [146] DB-(2010)
DB-(2009) [46] AL-&-ML-(2010)
DB-(2009) [16] IR-(2010)
DB-(2009) [40] DM-(2010)
DB-(2009) [64] AL-&-TH-(2010)
DB-(2009) [16] CV-(2010)
DB-(2009) [556] Not-listed-2010
Not-listed-2009 [446] DB-(2010)
AL-&-ML-(2009) [21] DB-(2010)
AL-&-ML-(2009) [194] AL-&-ML-(2010)
AL-&-ML-(2009) [35] IR-(2010)
AL-&-ML-(2009) [68] DM-(2010)
AL-&-ML-(2009) [26] AL-&-TH-(2010)
AL-&-ML-(2009) [75] CV-(2010)
AL-&-ML-(2009) [794] Not-listed-2010
Not-listed-2009 [777] AL-&-ML-(2010)
IR-(2009) [10] DB-(2010)
IR-(2009) [45] AL-&-ML-(2010)
IR-(2009) [73] IR-(2010)
IR-(2009) [65] DM-(2010)
IR-(2009) [11] AL-&-TH-(2010)
IR-(2009) [14] CV-(2010)
IR-(2009) [401] Not-listed-2010
Not-listed-2009 [399] IR-(2010)
DM-(2009) [41] DB-(2010)
DM-(2009) [89] AL-&-ML-(2010)
DM-(2009) [56] IR-(2010)
DM-(2009) [144] DM-(2010)
DM-(2009) [40] AL-&-TH-(2010)
DM-(2009) [78] CV-(2010)
DM-(2009) [869] Not-listed-2010
Not-listed-2009 [671] DM-(2010)
AL-&-TH-(2009) [45] DB-(2010)
AL-&-TH-(2009) [42] AL-&-ML-(2010)
AL-&-TH-(2009) [12] IR-(2010)
AL-&-TH-(2009) [39] DM-(2010)
AL-&-TH-(2009) [65] AL-&-TH-(2010)
AL-&-TH-(2009) [9] CV-(2010)
AL-&-TH-(2009) [402] Not-listed-2010
Not-listed-2009 [412] AL-&-TH-(2010)
CV-(2009) [11] DB-(2010)
CV-(2009) [137] AL-&-ML-(2010)
CV-(2009) [12] IR-(2010)
CV-(2009) [31] DM-(2010)
CV-(2009) [9] AL-&-TH-(2010)
CV-(2009) [362] CV-(2010)
CV-(2009) [1196] Not-listed-2010
Not-listed-2009 [865] CV-(2010)
