Nicole♡,worldstar,1	
Mary_Jane,happynewyear,1	
Jesssssss_.,2013taughtme,1	
Kelly,shortgirlproblems,1	
ҒΔ,peoplewhomademy2013,1	
TrendTopic✨❤️〽️,oomf,1	
#bethanyMotaGiveaway,bethanymotagiveaway,1	
baddievee✨,2k13memories,1	
Just_A_Jess,worldstar,1	
beaus_girl_❤️,2013follow,1	
VII.III.XIII_♥✊,2013memories,1	
tay⚡️,2k13memories,1	
✨Nick_Young's_Wife✨,2013memories,1	
cristina_✝,stopmexicangirls2013,1	
Mustache_Princess,himala,1	
Mustache_Princess,rare,1	
Julie,shortgirlproblems,1	
BEAU_BE_MY_1/5,2013follow,8	
♡_esmee_♡,peoplewhomademy2013,1	
Sara_Tarascio,shortgirlproblems,1	
Tez,2k13memories,1	
A_._$_._A_._P,worldstar,1	
0075-01-14,lol,1	
0075-01-14,worldstar,1	
Cj_Reyes,himala,1	
Cj_Reyes,rare,1	
Linda_Gonzalez.,turnup,1	
sophie_✌️,newyearsmegamix,1	
Dominique_Mufarreh_✨,shortgirlproblems,1	
Kaylah,shortgirlproblems,1	
AumAim_.♡,happynewyear,1	
mznxbc,2013taughtme,1	
♡sabrina♡,2013follow,3	
,followmejai,1	
♡Chy♡,2k13memories,1	
katie_restifo_⚽️,peoplewhomademy2013,1	
ThE__DrÉâM,lol,1	
ThE__DrÉâM,worldstar,1	
Juicy_V.,2013taughtme,1	
mangoo,2k13memories,1	
Angelita_☠,2013memories,1	
Desss♋️,2013memories,1	
Katerina,turnup,1	
Sarah_Raquel,peoplewhomademy2013,1	
Alex_Gian,happynewyear,1	
Jess_♡,2013taughtme,1	
Nardy,2013taughtme,1	
///M,2013memories,1	
Fuck_that_ha,followmejai,2	
2/25,worldstar,1	
Jerry_DeMeo,2013taughtme,1	
Tea〽️NoLacking‼️,2013memories,1	
Moa_Carlsson,followmejai,1	
Tefo,oomf,1	
$ikramed,2013memories,1	
K.Michelle_Carter,comedy,1	
Kacee_❤,shortgirlproblems,1	
⚾Cobe_Karhoff⚾,2013taughtme,1	
Alexis,mcm,1	
amsssss♔,2013memories,2	
,stopmexicangirls2013,1	
Bat〽an,shortgirlproblems,1	
ADG,peoplewhomademy2013,1	
KT,worldstar,1	
My_Dance_House,shortgirlproblems,1	
|_Jayy_|_#LLLT,2k13memories,1	
joel_brooks_LFC,2013memories,1	
⚠TAE_DOE✊⚡,2k13memories,1	
werkkkkk,2013memories,1	
Jazmine_Felicé,2013memories,1	
Nae✨,2013memories,1	
KathListaz_Manila_♥,himala,1	
KathListaz_Manila_♥,rare,1	
Caitlynnn.,oomf,1	
xoxo,peoplewhomademy2013,1	
AJ,2013memories,1	
⚡Animal_❄️,2013memories,1	
B_#31,worldstar,1	
O.J.L,stopmexicangirls2013,1	
JAMES_FOLLOW_ME,newyearsmegamix,1	
katie_b,2013memories,1	
Hanka_Mostowiak,2013memories,1	
Buttercup,peoplewhomademy2013,1	
Young_Shelbs✨,oomf,1	
Diego_.,stopmexicangirls2013,1	
♡Kay♡,oomf,1	
Marc_Farias,2013memories,1	
18_DAYS!!,2013memories,1	
One&Only✨✨,oomf,1	
HS,peoplewhomademy2013,1	
daaaisy_♡,stopmexicangirls2013,1	
Its_Brianna_Babe,bethanymotagiveaway,1	
♚jessica♚,2013follow,1	
PLEASE_☁,followmejai,1	
IG:_tiananicolee_,worldstar,1	
Rawan_Khaled,peoplewhomademy2013,1	
PLEASE_JAI,followmejai,1	
Jayy,stopmexicangirls2013,1	
Shorty⚡️,peoplewhomademy2013,1	
JOEBELLE,himala,1	
JOEBELLE,rare,1	
Merisa_lea_mckee,bethanymotagiveaway,1	
Mr.Retweet,worldstar,1	
Mikay_Maghirang,himala,1	
Mikay_Maghirang,rare,1	
Kwaddy,2k13memories,1	
#followmejai_!!!!,newyearsmegamix,1	
BOUT_MY_GUAP,stopmexicangirls2013,1	
aʋɾɩ_banco!_MGT,worldstar,1	
Sunita_Brimmer,happynewyear,1	
LaLa,worldstar,1	
Jacq_A,himala,1	
Jacq_A,rare,1	
♡/uh-li-zuh/♡,himala,1	
♡/uh-li-zuh/♡,rare,1	
Airah_Padilla_♥,himala,1	
Airah_Padilla_♥,rare,1	
Follow_me_James,newyearsmegamix,3	
sex&junoooo,comedy,1	
sex&junoooo,lol,1	
matisse,bethanymotagiveaway,1	
EBenn,mcm,1	
servando_cruz,peoplewhomademy2013,1	
Splash,2k13memories,1	
Jeremiah,worldstar,1	
Tamia,worldstar,1	
11597,oomf,1	
niy.✌,2013memories,1	
Dani_Diehl,mcm,1	
Madeline_Harvey,oomf,1	
,mcm,1	
Briana_♡,worldstar,1	
Luke_Hemmings_✌️,2013memories,1	
Samantha_Brooks,shortgirlproblems,1	
Ignored_by_james,2013follow,2	
wonderland_♡.,turnup,1	
justin_drew_bieber.♡,mcm,1	
Jodii✨,mcm,1	
BEAU_PLEASE,newyearsmegamix,1	
Luzy_Torres,stopmexicangirls2013,1	
❄,lol,1	
❄,worldstar,1	
✘✘,shortgirlproblems,1	
Deanna_Stepaniuk,lol,1	
gezeeeel_♡,2013follow,1	
K&D❄️,2k13memories,1	
Kristine,himala,1	
Kristine,rare,1	
HI_5SOS_(:,2013memories,1	
AUGUST_8TH,bethanymotagiveaway,1	
Cee★Dee,himala,1	
Cee★Dee,rare,1	
CheetahGal,bethanymotagiveaway,2	
єм{ιℓу}_❥,2013memories,1	
aishu,shortgirlproblems,1	
Mexican_Midget,lol,1	
Mexican_Midget,worldstar,1	
Conor,happynewyear,1	
january11♈️,2013memories,1	
,2013memories,1	
krissy_moore_:-),peoplewhomademy2013,1	
Jay_Hiller,turnup,1	
Gina_Lovato,happynewyear,1	
Young_Panda™,lol,1	
Young_Panda™,worldstar,1	
OG_Lvrd.,2013memories,1	
$avvy_C_⚓,peoplewhomademy2013,1	
jp_moriarty,lol,1	
jp_moriarty,worldstar,1	
Beau's_Princess♡,2013follow,1	
Queen_Nana,lol,1	
So_Proud_James❤,newyearsmegamix,1	
third-eye,2013memories,1	
Marks_wife_♡,worldstar,1	
jlyn_limbag_camat,himala,1	
jlyn_limbag_camat,rare,1	
JustinFollowMe_:),2013memories,1	
Nallely_Silva,happynewyear,1	
brianna_™_,worldstar,1	
Cynthia_Rivas,comedy,1	
Jungle_Boy,2k13memories,1	
CcAuLrVtIiNs,worldstar,1	
Å$TRØ_F®Ę$H,2k13memories,1	
CAROL,stopmexicangirls2013,1	
J_A_C_K_Y,peoplewhomademy2013,1	
Brandon_Powell#⃣4⃣,lol,1	
Brandon_Powell#⃣4⃣,worldstar,1	
Ka'Donna_.,turnup,1	
Anna_Tañara,himala,1	
Anna_Tañara,rare,1	
PLEASE_FOLLOW_JAI,followmejai,1	
TWEET_LIMIT_SRRY_:-(,newyearsmegamix,1	
Maintaining,oomf,1	
♡,peoplewhomademy2013,1	
alexa_da_craic_:3,happynewyear,1	
Red,mcm,1	
guguab❤️s_beth,bethanymotagiveaway,1	
TheAKLifeStyle,mcm,1	
Macey_Knightly,mcm,1	
payton_bentley,shortgirlproblems,1	
Lauren_Tademy_♡,comedy,1	
Love_No_Thot!es,2013memories,1	
IG;_vincent_cuhh,2013memories,1	
Kennie✨,2k13memories,1	
Syd,2013memories,1	
Rose,worldstar,1	
Carmelo,worldstar,1	
Daniel,himala,1	
Daniel,rare,1	
2/09⛄️,2013memories,1	
stanford_mitchell,oomf,1	
Call_Me_TB_✨,2013memories,1	
Mia_Grissom,lol,1	
Ash_Cash,2013taughtme,1	
PLS_FOLLOW_ME_JAI!!!,followmejai,2	
Vivrant_Thang✨,worldstar,1	
#YAMMOUNI_/5♡,2013follow,1	
♈,2k13memories,1	
HS_Girl_Golfer,mcm,1	
Chloé_Elder,2013taughtme,1	
Space_vixen,mcm,1	
Ella_✝,followmejai,1	
rachel,himala,1	
rachel,rare,1	
FOLLOW_ME_BEAU,2013follow,1	
Na'aja_✨✈,2013memories,1	
Tiaaaa♣️,2013memories,1	
FOLLOW_ME_JAMES_PLS,newyearsmegamix,1	
一 日三秋,2013memories,1	
Brenden_Johnson✨,turnup,1	
Brejon_Jaymise,2013memories,1	
ali,shortgirlproblems,1	
Lil_GUWOP,2013memories,1	
✈️⚾️PrimeTime⚾️✈️,2k13memories,1	
Steven_Rivera,worldstar,1	
Jake.,oomf,1	
Clyde,worldstar,1	
louis_loves_bri,peoplewhomademy2013,1	
hopeeey,turnup,1	
Miser,2013taughtme,1	
fernando_chavez,oomf,1	
❤️TYSM_BEAU_ILYSFM❤️,newyearsmegamix,4	
K,oomf,1	
Lottie_Dottie,turnup,1	
MikeG_Mcfly58,worldstar,1	
Ashley_Martinez,himala,1	
Ashley_Martinez,rare,1	
PLZ_JAMES_❤️,newyearsmegamix,2	
DES♣️,2013memories,1	
Ariana_H,2013memories,1	
Jeimmerzz!!_❤,mcm,1	
⭐,stopmexicangirls2013,1	
Lindsey_Esparza,2013memories,1	
Dasmine_Nicooole_♋️,turnup,1	
ѕαмαηтнα_❀,oomf,1	
Culitioners,2013follow,2	
Jay,oomf,1	
Maddy_♡,mcm,1	
(D)ream_(J)unkie,lol,1	
Lord_Ragu,worldstar,1	
ⒿⒶⓃⓊⒶⓇⓎ_1⃣,worldstar,1	
❀,bethanymotagiveaway,1	
ᵔᴥᵔ,2013memories,1	
Jamaican_Jordan,2013memories,1	
ЯOM▲NSKI,stopmexicangirls2013,1	
E.Jay,lol,1	
Becca,2013taughtme,1	
alexis_amore_™_,happynewyear,1	
AVOXO,mcm,1	
december_28,oomf,1	
♛,turnup,1	
Stacy_.,worldstar,1	
Very_Anit_✌️✨✊,worldstar,1	
chocolate_bomb,2k13memories,1	
T,2k13memories,1	
becca,2013follow,1	
♋️♋️♋️™,worldstar,1	
Rayjean_Jones,worldstar,1	
uh-huh,stopmexicangirls2013,1	
$$$,oomf,1	
KiNG_NEPTUNE_☆★,turnup,1	
V•XXIII•MCMXCVI,worldstar,1	
~Feb_9⃣♒~,oomf,1	
Mr_Fosta,lol,1	
Mr_Fosta,worldstar,1	
✨Vere_Benedictus✨,2k13memories,1	
maddie✨,2k13memories,1	
Shea,newyearsmegamix,1	
TobyMaguire,lol,1	
UN-BOTHERED.,2013memories,1	
Im_Devon,worldstar,1	
LittleMama_1200,lol,1	
LittleMama_1200,worldstar,1	
Bianca_Elisa.,2013taughtme,1	
quinnn⚓phelps,2013memories,1	
M.,2k13memories,1	
Kay_,2013memories,1	
Brandon_D.,lol,1	
Rah_Rah✨,2013memories,1	
jdick,oomf,1	
KathNiel_Lovies,himala,1	
KathNiel_Lovies,rare,1	
January_Second_♥,oomf,1	
K_a_m_m_y,happynewyear,1	
Suck_On_LuBe,2013follow,1	
N_☆,himala,1	
N_☆,rare,1	
Brianna_Rouppasong✨,mcm,1	
KINGJAAY$$,oomf,1	
Little_jen,mcm,1	
seti,2013memories,1	
ياسمين,2013memories,1	
уαиєтт_вαυтιѕтα,shortgirlproblems,1	
COFFEY☕,shortgirlproblems,1	
❄️⛄️January_19th⛄️❄️,oomf,1	
Nasty,oomf,1	
,followmejai,3	
j.torres,worldstar,1	
BEAU_PLEASE♡,2013follow,1	
Tien_Huynh,2013follow,1	
KING.,peoplewhomademy2013,1	
N3lli3_JANIG,2013follow,1	
lil_Justyce.,oomf,1	
Jasmiη_|_#LOCO,peoplewhomademy2013,1	
|_JOD_|,himala,1	
|_JOD_|,rare,1	
Fer_C._Valderrama,shortgirlproblems,1	
☁️elocin☁️,peoplewhomademy2013,1	
i_wish,turnup,1	
buddaa♨️,worldstar,1	
Sarah_Fogle,shortgirlproblems,1	
♥Alexa.,peoplewhomademy2013,1	
Meek_Wife_✨✈️,2013memories,1	
Leahh,lol,1	
Leahh,worldstar,1	
Dulce_Salgado,rare,1	
Rachel_Flammey,shortgirlproblems,1	
Sammy_✊,oomf,1	
Courtney_Hawkins,peoplewhomademy2013,1	
#Sc72_Don_Don,2k13memories,1	
FABULOUS,worldstar,1	
Libby_♡,stopmexicangirls2013,1	
PLEASE_JAI,followmejai,1	
03|15♓️,2k13memories,1	
Christopher_Wallace,worldstar,1	
Emily,shortgirlproblems,1	
☹_T-Rex_☹,peoplewhomademy2013,1	
AnneMercy,himala,1	
AnneMercy,rare,1	
Kory_Noll,oomf,1	
ｋｉｍｙａ,bethanymotagiveaway,1	
Blessed,worldstar,1	
Live_Action_...,oomf,1	
donika,lol,1	
AwNah,2013memories,1	
✌️,2013follow,2	
Jonathan_Murillo,worldstar,1	
shan,happynewyear,1	
Rosie,2013memories,1	
Simply_Bri♥,worldstar,1	
Tiffani_amber,2013memories,1	
Nikki_Wade,peoplewhomademy2013,1	
Money_Man_SNaAcKs,turnup,1	
yung_näts,peoplewhomademy2013,1	
Shae™,2k13memories,1	
Alex_.,lol,1	
Bday_Jan_29th,lol,1	
Jayda,2013memories,1	
gucci_2,2013taughtme,1	
King_Richie,lol,1	
King_Richie,worldstar,1	
can,worldstar,1	
Maria_Khay_ツ,himala,1	
Maria_Khay_ツ,rare,1	
Stephanie_Ann_☮,happynewyear,1	
Killa_K.,worldstar,1	
lil_bill,oomf,1	
тιαѕнα✨,mcm,1	
Love_Ella_♡,shortgirlproblems,1	
David_DePaula,oomf,1	
zodwa_wonani,oomf,1	
Brianna,worldstar,1	
Kennedy_Lambert,happynewyear,1	
I❤️LightSkinGirls,turnup,1	
Angeliz_Martinez,2013memories,1	
rich_homie_kay.,mcm,1	
Imani,worldstar,1	
ashh.,mcm,1	
EuniquaBeenDat,2k13memories,1	
⚾️Austen_Coonrod⚾️,oomf,1	
Megan_Simington,shortgirlproblems,1	
Marquez,2k13memories,1	
0⃣4⃣0⃣7⃣,2013memories,1	
Tay.,worldstar,1	
Dante_Armani_Carter,mcm,1	
CORKYY56__,oomf,1	
kiara_nofal,peoplewhomademy2013,1	
Maddi,2k13memories,1	
marina.,mcm,1	
Ladii_Dee_♥,lol,1	
Deylin_❥,2013memories,1	
i_miss_her_bro_♕✝,2013follow,2	
Hakuna_Matata.,2013memories,1	
IG:_ayeeiam_shelby,2013memories,1	
FOLLOW_ME_BEAU!!!!!!,2013follow,1	
nismaaaa,2013memories,1	
jen,mcm,1	
Sarafina,shortgirlproblems,1	
d.♡,followmejai,2	
Şeyma_Bodur,happynewyear,1	
a_l_e_x_a_n_d_r_a,worldstar,1	
casεy_wilkinson,shortgirlproblems,1	
#E4⃣KC⚡️,2k13memories,1	
¥DaMovement¥™,oomf,1	
No_Boys_Allowed✨,2k13memories,1	
raeana_sanchez,stopmexicangirls2013,1	
Leahh,comedy,1	
PrincessM❄️,2k13memories,1	
CallMeKC,worldstar,1	
PLEASE_BEAU_❄️,2013follow,1	
Gabbi_K!,happynewyear,1	
candi._⚓,happynewyear,1	
Keisha_✨,worldstar,1	
_1029_,2013memories,1	
⚡️GoDuumb_Jaii⚡️,2k13memories,1	
(◕‿◕✿),2013follow,1	
*_:LaShay:_*,turnup,1	
Ellie_Bahr,shortgirlproblems,1	
Carly_Pollock,shortgirlproblems,1	
peyton,worldstar,1	
๑_ɛrin_๑,peoplewhomademy2013,1	
maddie,oomf,1	
_ZAINAB_,2k13memories,1	
Papii_Rick,comedy,1	
karla_,worldstar,1	
Tkeitha♑️✊,2013memories,1	
✈️..,2013memories,1	
Happy_34th_Caroline✨,2013memories,1	
24thOfJan♒️,2013memories,1	
K_Dot,mcm,1	
☼,2013follow,3	
ashley_bee.,stopmexicangirls2013,1	
TEErikaMileyy,oomf,1	
TheRoyalCierra,lol,1	
Mindy,turnup,1	
Papiaa,bethanymotagiveaway,11	
JAMES_!_0/5,newyearsmegamix,1	
Sienna_:)_0/5_:(,followmejai,5	
sabrina_manca,happynewyear,1	
ᎯℒᎽЅЅᎯ_ℳᎯℛℐℰ,lol,1	
ᎯℒᎽЅЅᎯ_ℳᎯℛℐℰ,worldstar,1	
Chimène_Lbb,happynewyear,1	
•Noah•,mcm,1	
love,worldstar,1	
POP_A_TRACE,newyearsmegamix,4	
King_〽️arco,2013memories,1	
Ponausuia™,worldstar,2	
whatever✌️,turnup,1	
unknown,bethanymotagiveaway,3	
VICTORIA_FOLLOW_ME,2013follow,1	
PLS_JAMES_IM_BEGGING,newyearsmegamix,1	
Samaiyahg,turnup,1	
RipNateGeez,2013memories,1	
Asshole,peoplewhomademy2013,1	
Sweetheart,2013taughtme,1	
Rylie_Dartez,shortgirlproblems,1	
Izzat_Nadzmi_,happynewyear,1	
Bethany_Mota,bethanymotagiveaway,1	
Luke_Morgan,2013memories,1	
Brooke,bethanymotagiveaway,1	
JashanB.,2k13memories,1	
Julian_Garcia,worldstar,1	
Sky_Rodriguez,bethanymotagiveaway,2	
Jessica_Sweeney,bethanymotagiveaway,1	
MyDayJan18,oomf,1	
en_jail,worldstar,1	
Sabrina_DeBenedictis,happynewyear,1	
Lanie,oomf,1	
#bethanymota,bethanymotagiveaway,3	
Ka'Lynn_Jupiter,oomf,1	
PLEASE_JAI,newyearsmegamix,5	
G._Blanco,2k13memories,1	
breannemars,stopmexicangirls2013,1	
✞,lol,1	
✞,worldstar,1	
Michelle_Liang,bethanymotagiveaway,2	
♡♡Beth♡♡,followmejai,1	
princess,2013memories,1	
Angel_Cohen,2013memories,1	
Jawnstopher,mcm,1	
jazzzzzzz✨,2k13memories,1	
BRI_FOLDS,peoplewhomademy2013,1	
plzzz_james❤❤❤❤❤✌,newyearsmegamix,1	
BEAU_PLEASE_PLEASE,2013follow,1	
♫_FOOD_♫\t,2013follow,3	
kadisha_craigwell,mcm,1	
S_A_R_A_H,oomf,1	
IG:___007Biggss,lol,1	
IG:___007Biggss,worldstar,1	
allyouniggasbleed,2k13memories,1	
Elisa_Di_Nezza,shortgirlproblems,1	
Daryl_Riley™,worldstar,1	
Meghan_Pacher,bethanymotagiveaway,6	
Crystal_Alencaster,stopmexicangirls2013,1	
i-be-that-baddie,worldstar,1	
I'm_yoning,worldstar,1	
Luis_Lopez,lol,1	
Kylee,mcm,1	
mallory_putnal,comedy,1	
Saris_Serrano,bethanymotagiveaway,1	
Karlita,stopmexicangirls2013,1	
#JustinMeetMiley,2013memories,1	
GEORGE'S_CHIN,peoplewhomademy2013,1	
ᒍ._ᗩᔕᕼOᑎTᗩE'™✨❤️,mcm,1	
Martin,lol,1	
Mikadlacruz,himala,1	
Mikadlacruz,rare,1	
oG_$wank,2k13memories,1	
Lynea,2013memories,1	
miranda,mcm,1	
Mark,lol,1	
♍,2k13memories,1	
Gee-Uhh,2k13memories,1	
Abigail.,oomf,1	
King_TuT,oomf,1	
Kaaaap_❤️,2k13memories,1	
Clydia,2013memories,1	
Morgan_Schoenthal,2013memories,1	
ijeoma,2k13memories,1	
minaj.,peoplewhomademy2013,1	
Morgan_Leigh,shortgirlproblems,1	
I♥B_O_B_M_A_R_L_E_Y,oomf,1	
Nikita_Lee_Abrams,mcm,1	
PussyWagon,2013memories,1	
frances_melgar,himala,1	
frances_melgar,rare,1	
ιм_тнαт_иιggα✊❤,oomf,1	
LionQueen.,oomf,1	
ℐaʏℒo,oomf,1	
Angelica_Celis_❤▲,himala,1	
Angelica_Celis_❤▲,rare,1	
Nataly_♡,2013memories,1	
Lex_Luger,2013memories,1	
Innovative_Herm..,2013memories,1	
COLORmeBADD_ツ,worldstar,1	
Sydney_Layrock,2013taughtme,1	
DARMAYNE_▲,himala,1	
DARMAYNE_▲,rare,1	
Bri,worldstar,1	
hi,_im_Kioki_:),oomf,1	
Lelah_Anahi.,lol,1	
Dont_Get_Gassd_Cos_I,2013taughtme,1	
Khadija,2013memories,1	
Tyler_Gregory,lol,1	
Victor,lol,1	
Dad(Your_Creator),2k13memories,1	
keezy✨,2013memories,1	
LaysiaB❤️,2k13memories,1	
Chris_Green,lol,1	
Kristen_Richelle,mcm,1	
jenice_✝,worldstar,1	
♚eros♚,worldstar,1	
Hannah_Walter,happynewyear,1	
Ł.Ë.X❤️,2013memories,1	
4/28♉️,comedy,1	
January2⃣✌♑#PFC,2013memories,1	
#CRAYDAY23_OUT_NOW,worldstar,1	
Lord_Dasia,2013memories,1	
Sha'Quayla_Davis,newyearsmegamix,1	
lexxxx,2013memories,1	
debbie,worldstar,1	
✈️#LIONHEARTED✈️,2013memories,1	
Nzali.,2013memories,1	
.....Me,worldstar,1	
frances,peoplewhomademy2013,1	
Vee,oomf,1	
LetsBeFRANK,lol,1	
LetsBeFRANK,worldstar,1	
Kiara,peoplewhomademy2013,1	
Blair_Feldman,shortgirlproblems,1	
Weed&Courvoisier,2k13memories,1	
IG:@boosiebaddiee__,mcm,1	
han_❁,mcm,1	
Tasia,worldstar,1	
Rashae_,turnup,1	
Ashley_C.,worldstar,1	
neet_neet,2013memories,1	
VBJ,lol,1	
VBJ,worldstar,1	
gissy,mcm,1	
Maya,2k13memories,1	
Bree.,lol,1	
Bree.,worldstar,1	
Reanne_Serrano_▲∞,himala,1	
Reanne_Serrano_▲∞,rare,1	
#AmberForUGirlMiami♡,peoplewhomademy2013,1	
Raina_Cierra✨,2k13memories,1	
Traye_Gilliam,lol,1	
Liz_Irene,happynewyear,1	
Erin_Bates_✨,lol,1	
Erin_Bates_✨,worldstar,1	
FOLLOW_ME_JAI,followmejai,3	
Marisoll✨,2013memories,1	
GQ,lol,1	
GQ,worldstar,1	
Asia_Smith,lol,1	
Asia_Smith,worldstar,1	
Kayla_...,lol,1	
Kayla_...,worldstar,1	
Fuck_it,_and_You!!!!,worldstar,1	
Jordan,2013memories,1	
ΚΛΥΙΛ_VΣΛVΣ,lol,1	
ΚΛΥΙΛ_VΣΛVΣ,worldstar,1	
KCT,happynewyear,1	
Caroline_Scott,mcm,1	
n¡ms,peoplewhomademy2013,1	
Kate_Givens,2013memories,1	
,oomf,1	
Pablo_Chacon,2013memories,1	
$$$,worldstar,1	
Yup_yup_seven_up_(:,newyearsmegamix,1	
Christal_le_Muse.,worldstar,1	
Dana_Fitzgerald,mcm,1	
