Why,feel,sick,1	
Xantouke,feel,better,1	
Ya,feel,http,1	
You,feel,happy,1	
You,feel,it,1	
You,feel,that,1	
You,feel,ugly,1	
Zzldn,feel,free,1	
_AnimalBuddy_,feel,v,1	
_PrettyWeneee_,feel,better,1	
_a1princess_,feel,better,1	
_i,feel,blessed,1	
abitbroken_uk,feel,better,1	
aesthealien,feel,ya,1	
all,feel,God,1	
all,feel,Me,1	
all,feel,bad,1	
all,feel,it,1	
alyssa_boloy,feel,better,1	
and,feel,love,1	
anglcasnchz,feel,ko,1	
atbrendan,feel,u,1	
azherosenko,feel,better,1	
bamafox1,feel,better,1	
besides_you,feel,you,1	
big_L_79,feel,sick,1	
brooke_pollard_,feel,better,1	
brownshe14,feel,better,1	
bvrnvbe,feel,ya,1	
cant,feel,christmas,1	
carlylynn_6,feel,u,1	
carolsommers727,feel,better,1	
catmorrrison,feel,better,1	
ceejaybennett_,feel,free,1	
cmelley14,feel,better,1	
d,feel,Christmassy,1	
d,feel,flattered,1	
d,feel,good,4	
d,feel,imported,1	
d,feel,nauseous,1	
d,feel,something,1	
d,feel,terrible,1	
d,feel,unsafe,2	
dagibee,feel,u,1	
dat,feel,http,1	
dcIicate,feel,better,1	
disappearinggg,feel,better,1	
djsbased,feel,it,1	
dylan__watson,feel,better,1	
elise246810,feel,special,1	
em,feel,you,1	
fakeSulli,feel,better,1	
flemdogster98,feel,better,1	
francescal_1d,feel,better,1	
freemanflash31,feel,better,1	
genuially,feel,sad,1	
girlfriend,feel,single,1	
grandbeyond,feel,U,1	
halesmc,feel,better,1	
haleywashere04,feel,better,1	
happinesscress,feel,better,1	
head,feel,terrible,1	
him,feel,alone,1	
hlbxx,feel,that,1	
i,feel,DUMB,1	
i,feel,Gross,2	
i,feel,Lost,1	
i,feel,analog,1	
i,feel,bem,1	
i,feel,beyonce,1	
i,feel,bleesed,1	
i,feel,conflicted,1	
i,feel,cursed,1	
i,feel,don,1	
i,feel,embarrassed,1	
i,feel,evil,1	
i,feel,fucked,1	
i,feel,gooooood,1	
i,feel,grimmy,1	
i,feel,hollow,1	
i,feel,https,1	
i,feel,infinite,1	
i,feel,nauseous,1	
i,feel,needed,1	
i,feel,new,1	
i,feel,now,1	
i,feel,pain,1	
i,feel,r,1	
i,feel,shattered,1	
i,feel,taoyeol,1	
i,feel,unwanted,1	
i,feel,violated,1	
i,feel,we,1	
i,feel,wonderful,1	
i,feel,worthless,1	
i,feel,yuri,1	
iamdolliee,feel,better,1	
it,feel,love,1	
its_kimboslice9,feel,better,1	
itzcarlitoss,feel,me,1	
jerry_moves,feel,that,1	
jordidevries16,feel,better,1	
jujuhann,feel,me,1	
kerriganneff,feel,special,1	
kindaaddicted,feel,u,1	
kittrena,feel,better,1	
knofrz34,feel,better,1	
kylecunnningham,feel,that,1	
laraghperez,feel,it,1	
leocuhias,feel,lol,1	
ll,feel,Af,1	
ll,feel,Better,1	
ll,feel,awesome,1	
ll,feel,christmassy,1	
ll,feel,empowered,1	
ll,feel,full,1	
ll,feel,him,1	
ll,feel,knackered,1	
ll,feel,later,1	
ll,feel,nothing,1	
ll,feel,nuts,1	
ll,feel,peace,2	
ll,feel,rejuvenated,2	
ll,feel,s,1	
ll,feel,sad,1	
ll,feel,slower,1	
lol,feel,me,1	
loriancellxx,feel,u,1	
m,feel,bad,1	
m,feel,curse,1	
m,feel,lonely,1	
m,feel,mummet,1	
m,feel,old,1	
maddie_doller,feel,better,1	
make,feel,aliveeeeeeeeee,1	
mayorwyatt,feel,better,1	
mayseerenae,feel,better,1	
me,feel,odd,1	
me,feel,sadness,1	
melisssssa19,feel,better,1	
mesmirizingdrxw,feel,better,1	
missamesa,feel,it,1	
mslsdrj,feel,u,1	
mtannerr,feel,me,1	
murderousduck,feel,better,1	
naiza117,feel,free,1	
nickcataldi19,feel,better,1	
not,feel,me,1	
np,feel,Alive,1	
oliviastackk,feel,better,1	
perezosokj,feel,better,1	
person,feel,bad,1	
pinkbabe1966,feel,better,1	
prettyretro__,feel,better,1	
rach_isabella,feel,betterrrrr,1	
rafa2arcila,feel,u,1	
richpersad,feel,special,1	
ro,feel,off,1	
ryanddixon,feel,you,1	
rydelR5,feel,better,1	
s,feel,blessed,5	
s,feel,http,1	
samuurs,feel,you,1	
septimamayor,feel,u,1	
should,feel,lucky,4	
smith_andy1997,feel,better,1	
so_aMAEVEzing,feel,you,1	
someone,feel,they,1	
southernscrewup,feel,better,1	
still,feel,sleepy,1	
t,feel,100,2	
t,feel,19,1	
t,feel,90,1	
t,feel,Beautiful,1	
t,feel,Christmassyyyy,1	
t,feel,FINE,1	
t,feel,Nothing,1	
t,feel,Same,1	
t,feel,Sowwie,1	
t,feel,YOU,1	
t,feel,You,1	
t,feel,attractive,1	
t,feel,awkward,1	
t,feel,baded,1	
t,feel,bummed,1	
t,feel,chrismassy,1	
t,feel,crappy,1	
t,feel,cute,1	
t,feel,dem,1	
t,feel,difficult,2	
t,feel,don,1	
t,feel,drunk,1	
t,feel,embarrasse,2	
t,feel,empty,1	
t,feel,exciting,1	
t,feel,exited,1	
t,feel,funny,1	
t,feel,goodn,1	
t,feel,gooood,1	
t,feel,goooood,1	
t,feel,grateful,2	
t,feel,grounded,1	
t,feel,hated,1	
t,feel,helpless,1	
t,feel,high,1	
t,feel,honored,1	
t,feel,ill,1	
t,feel,jolly,1	
t,feel,li,1	
t,feel,lol,1	
t,feel,miser,1	
t,feel,okay,1	
t,feel,r,1	
t,feel,raped,1	
t,feel,rightok,1	
t,feel,rightyeah,1	
t,feel,same,1	
t,feel,satisfied,1	
t,feel,scared,1	
t,feel,secure,1	
t,feel,shitty,1	
t,feel,si,1	
t,feel,smart,1	
t,feel,stable,1	
t,feel,suffocated,1	
t,feel,t,1	
t,feel,terrible,1	
t,feel,th,1	
t,feel,tho,1	
t,feel,today,1	
t,feel,trobled,1	
t,feel,useless,1	
t,feel,violated,1	
t,feel,welcomed,1	
t,feel,y,1	
t,feel,yeaaa,1	
t,feel,yesterday,1	
taemintkyla,feel,ko,1	
tandersonaz12,feel,better,1	
taylorherron24,feel,better,1	
tbt,feel,me,1	
then,feel,better,1	
to,feel,h,2	
to,feel,penetration,3	
today,feel,funn,1	
u,feel,it,3	
u,feel,like,4	
uguutan,feel,ya,1	
vadriano69,feel,me,1	
vn,feel,chrismas,1	
windsorholic,feel,better,1	
workout,feel,though,2	
worn,feel,http,1	
xtinabooo,feel,better,1	
y,feel,he,1	
you,feel,good,2	
you,feel,hopeless,1	
you,feel,us,1	
zerfroren,feel,you,1	
