Id;Community
574;1
575;0
576;0
577;0
578;0
579;4
580;3
581;0
582;0
583;3
584;0
585;0
586;0
587;0
588;0
589;0
590;0
591;0
592;0
593;0
594;0
595;0
596;0
597;0
598;0
599;0
600;0
601;0
602;0
603;0
604;0
605;0
606;0
607;0
608;0
609;0
610;0
611;0
612;0
613;0
614;0
615;0
616;0
617;0
618;0
619;0
620;0
621;0
622;0
623;0
624;0
625;0
626;0
627;0
628;0
629;0
630;0
631;0
632;0
633;0
634;0
635;0
636;0
637;0
638;0
639;0
640;1
641;1
642;1
643;1
644;1
645;1
646;1
647;1
648;1
649;1
650;1
651;1
652;3
653;1
654;1
655;1
656;1
657;1
658;1
659;1
660;1
661;1
662;1
663;1
664;1
665;1
666;1
667;1
668;5
669;5
670;1
671;1
672;3
673;1
674;1
675;1
676;1
677;1
678;4
679;1
680;0
681;0
682;0
683;0
684;0
685;0
686;0
687;0
688;1
689;1
690;1
691;1
692;1
693;1
694;1
695;1
696;1
697;1
698;1
699;1
700;1
701;1
702;2
703;1
704;3
705;3
706;3
707;3
708;3
709;3
710;3
711;3
712;1
713;1
714;1
715;1
716;3
717;1
718;1
719;1
720;3
721;3
722;3
723;3
724;3
725;3
726;3
727;3
728;3
729;3
730;3
731;3
732;3
733;3
734;3
735;3
736;1
737;5
738;1
739;1
740;1
741;1
742;1
743;1
744;1
745;1
746;1
747;1
748;1
749;1
750;1
751;1
752;1
753;1
754;1
755;1
756;1
757;1
758;1
759;1
760;1
761;1
762;1
763;1
764;1
765;1
766;1
767;1
768;3
769;3
770;3
771;3
772;3
773;3
774;3
775;3
776;3
777;3
778;3
779;3
780;3
781;3
782;3
783;3
784;3
785;3
786;3
787;3
788;3
789;3
790;3
791;3
792;3
793;3
794;3
795;3
796;3
797;3
798;3
799;3
800;3
801;3
802;3
803;3
804;3
805;3
806;3
807;3
808;3
809;3
810;3
811;3
812;3
813;3
814;3
815;3
816;3
817;3
818;3
819;3
820;3
821;3
822;3
823;3
824;3
825;3
826;3
827;3
828;3
829;3
830;3
831;3
832;3
833;3
834;3
835;3
836;3
837;3
838;3
839;3
840;3
841;3
842;3
843;3
844;3
845;3
846;3
847;3
848;3
849;3
850;3
851;3
852;3
853;3
854;3
855;3
856;3
857;3
858;3
859;3
860;3
861;3
862;3
863;3
864;3
865;3
866;3
867;3
868;3
869;3
870;3
871;3
872;3
873;3
874;3
875;3
876;3
877;3
878;3
879;3
880;3
881;3
882;3
883;3
884;3
885;3
886;3
887;3
888;3
889;3
890;3
891;3
892;3
893;3
894;3
895;3
896;3
897;3
898;3
899;3
900;3
901;3
902;3
903;3
904;3
905;3
906;3
907;3
908;3
909;3
910;3
911;3
912;3
913;3
914;3
915;3
916;3
917;3
918;3
919;3
920;3
921;3
922;3
923;3
924;3
925;3
926;3
927;3
928;3
929;3
930;3
931;3
932;3
933;3
934;3
935;3
936;3
937;3
938;3
939;3
940;3
941;3
942;3
943;3
944;3
945;3
946;3
947;3
948;3
949;3
950;3
951;3
952;3
953;3
954;3
955;3
956;3
957;3
958;3
959;4
960;0
961;0
962;0
963;0
964;0
965;0
966;0
967;0
968;4
969;0
970;0
971;2
972;1
973;4
974;4
975;4
976;0
977;0
978;4
979;4
980;0
981;0
982;0
983;0
984;4
985;0
986;0
987;0
988;0
989;4
990;0
991;0
992;3
993;3
994;3
995;3
996;0
997;0
998;3
999;3
1000;3
1001;3
1002;3
1003;3
1004;3
1005;3
1006;3
1007;3
1008;3
1009;3
1010;3
1011;3
1012;3
1013;1
1014;3
1015;3
1016;3
1017;3
1018;3
1019;3
1020;3
1021;3
1022;3
1023;3
1024;4
1025;4
1026;4
1027;4
1028;4
1029;4
1030;4
1031;4
1032;4
1033;4
1034;4
1035;4
1036;4
1037;4
1038;4
1039;4
1040;4
1041;4
1042;4
1043;4
1044;4
1045;4
1046;4
1047;4
1048;4
1049;4
1050;4
1051;4
1052;4
1053;4
1054;4
1055;4
1056;4
1057;4
1058;4
1059;4
1060;4
1061;4
1062;4
1063;4
1064;4
1065;4
1066;4
1067;4
1068;4
1069;4
1070;4
1071;4
1072;4
1073;4
1074;4
1075;4
1076;4
1077;4
1078;4
1079;4
1080;4
1081;4
1082;4
1083;4
1084;4
1085;4
1086;4
1087;4
1088;4
1089;0
1090;0
1091;4
1092;4
1093;4
1094;4
1095;4
1096;0
1097;0
1098;4
1099;0
1100;1
1101;0
1102;0
1103;0
1104;4
1105;4
1106;4
1107;4
1108;4
1109;4
1110;4
1111;4
1112;4
1113;4
1114;4
1115;4
1116;4
1117;4
1118;4
1119;4
1120;4
1121;4
1122;4
1123;4
1124;4
1125;4
1126;4
1127;4
1128;4
1129;4
1130;4
1131;4
1132;4
1133;4
1134;4
1135;4
1136;4
1137;4
1138;4
1139;4
1140;4
1141;4
1142;4
1143;4
1144;4
1145;4
1146;4
1147;4
1148;4
1149;4
1150;4
1151;4
1152;4
1153;4
1154;4
1155;4
1156;4
1157;4
1158;4
1159;4
1160;4
1161;4
1162;4
1163;4
1164;4
1165;4
1166;4
1167;4
1168;4
1169;4
1170;4
1171;4
1172;4
1173;4
1174;4
1175;4
1176;4
1177;4
1178;4
1179;4
1180;4
1181;4
1182;4
1183;4
1184;4
1185;4
1186;4
1187;4
1188;4
1189;4
1190;4
1191;4
1192;4
1193;4
1194;4
1195;4
1196;4
1197;4
1198;4
1199;4
1200;4
1201;4
1202;4
1203;4
1204;4
1205;4
1206;4
1207;4
1208;4
1209;4
1210;4
1211;4
1212;4
1213;4
1214;4
1215;4
1216;4
1217;4
1218;4
1219;4
1220;4
1221;4
1222;4
1223;4
1224;4
1225;4
1226;4
1227;4
1228;4
1229;4
1230;4
1231;4
1232;4
1233;4
1234;4
1235;4
1236;4
1237;4
1238;4
1239;4
1240;4
1241;4
1242;4
1243;4
1244;4
1245;4
1246;4
1247;4
1248;4
1249;4
1250;4
1251;4
1252;4
1253;4
1254;4
1255;4
1256;4
1257;4
1258;4
1259;4
1260;4
1261;4
1262;4
1263;4
1264;4
1265;4
1266;4
1267;4
1268;4
1269;4
1270;4
1271;4
1272;4
1273;4
1274;4
1275;4
1276;4
1277;4
1278;4
1279;4
1280;4
1281;4
1282;4
1283;4
1284;4
1285;4
1286;4
1287;4
1288;4
1289;4
1290;4
1291;4
1292;4
1293;4
1294;4
1295;4
1296;4
1297;4
1298;4
1299;4
1300;4
1301;4
1302;4
1303;4
1304;4
1305;4
1306;4
1307;4
1308;4
1309;4
1310;4
1311;4
1312;4
1313;4
1314;4
1315;4
1316;4
1317;4
1318;4
1319;4
1320;5
1321;5
1322;4
1323;4
1324;4
1325;4
1326;5
1327;4
1328;4
1329;4
1330;4
1331;4
1332;4
1333;4
1334;4
1335;4
1336;4
1337;4
1338;4
1339;4
1340;4
1341;4
1342;4
1343;4
1344;4
1345;4
1346;4
1347;4
1348;4
1349;4
1350;4
1351;4
1352;4
1353;4
1354;4
1355;4
1356;4
1357;4
1358;4
1359;4
1360;4
1361;4
1362;4
1363;4
1364;4
1365;4
1366;4
1367;4
1368;4
1369;4
1370;4
1371;4
1372;4
1373;4
1374;4
1375;4
1376;4
1377;4
1378;4
1379;4
1380;4
1381;4
1382;4
1383;4
1384;4
1385;4
1386;4
1387;4
1388;4
1389;4
1390;4
1391;4
1392;4
1393;4
1394;4
1395;4
1396;4
1397;4
1398;4
1399;4
1400;4
1401;4
1402;4
1403;4
1404;4
1405;4
1406;4
1407;4
1408;3
1409;3
1410;3
1411;3
1412;3
1413;3
1414;3
1415;3
1416;3
1417;3
1418;1
1419;1
1420;3
1421;3
1422;3
1423;3
1424;4
1425;4
1426;4
1427;4
1428;4
1429;4
1430;4
1431;4
1432;3
1433;3
1434;3
1435;3
1436;3
1437;3
1438;3
1439;4
1440;3
1441;3
1442;3
1443;3
1444;3
1445;3
1446;3
1447;3
1448;3
1449;3
1450;3
1451;3
1452;3
1453;3
1454;3
1455;3
1456;3
1457;3
1458;3
1459;3
1460;3
1461;3
1462;3
1463;3
1464;3
1465;3
1466;3
1467;3
1468;3
1469;3
1470;3
1471;3
1472;4
1473;4
1474;4
1475;4
1476;4
1477;4
1478;4
1479;4
1480;4
1481;4
1482;4
1483;4
1484;4
1485;4
1486;4
1487;4
1488;4
1489;4
1490;4
1491;4
1492;4
1493;4
1494;4
1495;4
1496;4
1497;4
1498;4
1499;4
1500;4
1501;4
1502;4
1503;4
1504;4
1505;4
1506;4
1507;4
1508;4
1509;4
1510;4
1511;4
1512;4
1513;4
1514;4
1515;4
1516;4
1517;4
1518;4
1519;4
1520;4
1521;4
1522;4
1523;4
1524;4
1525;4
1526;4
1527;4
1528;4
1529;4
1530;4
1531;4
1532;4
1533;4
1534;4
1535;4
1536;2
1537;2
1538;1
1539;2
1540;2
1541;2
1542;2
1543;2
1544;2
1545;2
1546;2
1547;2
1548;2
1549;2
1550;2
1551;2
1552;2
1553;2
1554;2
1555;2
1556;2
1557;2
1558;2
1559;2
1560;2
1561;3
1562;3
1563;2
1564;2
1565;2
1566;2
1567;2
1568;3
1569;3
1570;3
1571;3
1572;3
1573;2
1574;2
1575;2
1576;3
1577;3
1578;3
1579;3
1580;3
1581;3
1582;3
1583;3
1584;1
1585;2
1586;2
1587;2
1588;2
1589;2
1590;2
1591;2
1592;2
1593;2
1594;2
1595;2
1596;2
1597;2
1598;2
1599;2
1600;3
1601;3
1602;3
1603;3
1604;3
1605;3
1606;3
1607;3
1608;3
1609;3
1610;3
1611;3
1612;3
1613;3
1614;3
1615;3
1616;3
1617;3
1618;3
1619;3
1620;3
1621;3
1622;3
1623;3
1624;3
1625;3
1626;3
1627;3
1628;3
1629;3
1630;3
1631;3
1632;3
1633;3
1634;1
1635;3
1636;3
1637;3
1638;3
1639;3
1640;3
1641;3
1642;3
1643;3
1644;3
1645;3
1646;3
1647;3
1648;3
1649;3
1650;3
1651;3
1652;3
1653;3
1654;3
1655;3
1656;3
1657;3
1658;3
1659;3
1660;3
1661;3
1662;3
1663;3
1664;2
1665;2
1666;2
1667;2
1668;2
1669;2
1670;2
1671;2
1672;2
1673;2
1674;2
1675;2
1676;2
1677;2
1678;2
1679;2
1680;2
1681;2
1682;2
1683;2
1684;2
1685;2
1686;2
1687;2
1688;2
1689;2
1690;2
1691;2
1692;2
1693;2
1694;2
1695;2
1696;2
1697;2
1698;2
1699;2
1700;2
1701;2
1702;2
1703;2
1704;2
1705;2
1706;2
1707;2
1708;2
1709;2
1710;2
1711;2
1712;2
1713;2
1714;2
1715;2
1716;2
1717;2
1718;2
1719;2
1720;5
1721;2
1722;2
1723;2
1724;2
1725;2
1726;2
1727;2
1728;2
1729;2
1730;2
1731;2
1732;2
1733;2
1734;2
1735;2
1736;2
1737;2
1738;2
1739;2
1740;2
1741;2
1742;2
1743;2
1744;2
1745;2
1746;2
1747;1
1748;2
1749;2
1750;5
1751;2
1752;2
1753;2
1754;2
1755;2
1756;2
1757;2
1758;2
1759;2
1760;2
1761;2
1762;2
1763;2
1764;2
1765;2
1766;2
1767;2
1768;2
1769;2
1770;2
1771;2
1772;2
1773;2
1774;2
1775;2
1776;2
1777;2
1778;2
1779;2
1780;2
1781;2
1782;2
1783;2
1784;2
1785;2
1786;2
1787;2
1788;2
1789;3
1790;2
1791;2
1792;1
1793;1
1794;1
1795;3
1796;1
1797;1
1798;1
1799;1
1800;1
1801;1
1802;1
1803;1
1804;1
1805;1
1806;1
1807;1
1808;1
1809;1
1810;1
1811;1
1812;1
1813;1
1814;1
1815;1
1816;1
1817;1
1818;1
1819;1
1820;1
1821;1
1822;1
1823;1
1824;1
1825;1
1826;1
1827;1
1828;1
1829;1
1830;1
1831;1
1832;1
1833;1
1834;1
1835;1
1836;1
1837;1
1838;1
1839;1
1840;3
1841;3
1842;3
1843;3
1844;1
1845;1
1846;3
1847;1
1848;3
1849;3
1850;3
1851;3
1852;3
1853;3
1854;3
1855;3
1856;3
1857;3
1858;3
1859;3
1860;3
1861;3
1862;3
1863;3
1864;3
1865;3
1866;3
1867;3
1868;3
1869;3
1870;3
1871;3
1872;3
1873;3
1874;3
1875;3
1876;3
1877;3
1878;3
1879;3
1880;3
1881;3
1882;3
1883;3
1884;3
1885;3
1886;3
1887;3
1888;3
1889;3
1890;3
1891;3
1892;3
1893;3
1894;3
1895;3
1896;3
1897;3
1898;2
1899;2
1900;1
1901;1
1902;2
1903;2
1904;2
1905;2
1906;2
1907;2
1908;5
1909;2
1910;2
1911;2
1912;2
1913;2
1914;2
1915;2
1916;2
1917;2
1918;2
1919;2
1920;0
1921;0
1922;0
1923;0
1924;0
1925;0
1926;0
1927;0
1928;0
1929;0
1930;0
1931;0
1932;0
1933;0
1934;0
1935;0
1936;0
1937;0
1938;0
1939;0
1940;0
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;1
1953;1
1954;1
1955;1
1956;0
1957;0
1958;1
1959;1
1960;0
1961;0
1962;0
1963;0
1964;0
1965;0
1966;0
1967;0
1968;1
1969;1
1970;1
1971;1
1972;1
1973;1
1974;1
1975;1
1976;1
1977;1
1978;1
1979;1
1980;1
1981;1
1982;1
1983;1
1984;1
1985;1
1986;1
1987;1
1988;1
1989;1
1990;1
1991;1
1992;1
1993;1
1994;1
1995;5
1996;1
1997;3
1998;3
1999;1
2000;1
2001;1
2002;1
2003;1
2004;1
2005;1
2006;1
2007;1
2008;1
2009;1
2010;1
2011;1
2012;1
2013;1
2014;1
2015;1
2016;1
2017;1
2018;1
2019;1
2020;1
2021;1
2022;1
2023;1
2024;1
2025;1
2026;1
2027;1
2028;1
2029;1
2030;1
2031;1
2032;1
2033;1
2034;1
2035;1
2036;1
2037;1
2038;1
2039;1
2040;1
2041;1
2042;1
2043;1
2044;1
2045;1
2046;1
2047;1
2048;1
2049;1
2050;1
2051;1
2052;1
2053;1
2054;1
2055;1
2056;1
2057;1
2058;1
2059;1
2060;1
2061;1
2062;1
2063;1
2064;1
2065;1
2066;1
2067;1
2068;1
2069;1
2070;1
2071;1
2072;1
2073;1
2074;1
2075;1
2076;1
2077;1
2078;1
2079;1
2080;1
2081;1
2082;1
2083;1
2084;1
2085;5
2086;1
2087;1
2088;1
2089;1
2090;1
2091;1
2092;1
2093;1
2094;1
2095;1
2096;1
2097;1
2098;1
2099;1
2100;1
2101;1
2102;1
2103;1
2104;1
2105;1
2106;1
2107;1
2108;1
2109;1
2110;1
2111;1
2112;1
2113;1
2114;1
2115;1
2116;1
2117;1
2118;1
2119;1
2120;1
2121;1
2122;1
2123;1
2124;1
2125;1
2126;1
2127;1
2128;1
2129;1
2130;1
2131;1
2132;1
2133;1
2134;1
2135;1
2136;5
2137;1
2138;1
2139;1
2140;1
2141;1
2142;1
2143;1
2144;5
2145;5
2146;5
2147;5
2148;5
2149;5
2150;5
2151;5
2152;5
2153;5
2154;5
2155;5
2156;5
2157;5
2158;5
2159;5
2160;5
2161;5
2162;5
2163;1
2164;1
2165;1
2166;1
2167;1
2168;1
2169;1
2170;1
2171;1
2172;1
2173;1
2174;1
2175;1
2176;3
2177;3
2178;3
2179;3
2180;3
2181;3
2182;3
2183;3
2184;3
2185;3
2186;3
2187;3
2188;3
2189;3
2190;3
2191;3
2192;0
2193;0
2194;0
2195;0
2196;0
2197;0
2198;3
2199;3
2200;3
2201;3
2202;3
2203;3
2204;3
2205;3
2206;3
2207;3
2208;3
2209;3
2210;3
2211;3
2212;3
2213;3
2214;3
2215;3
2216;3
2217;3
2218;3
2219;3
2220;3
2221;3
2222;3
2223;3
2224;3
2225;3
2226;3
2227;3
2228;1
2229;3
2230;3
2231;1
2232;3
2233;3
2234;3
2235;3
2236;3
2237;3
2238;3
2239;3
2240;3
2241;3
2242;3
2243;3
2244;3
2245;3
2246;3
2247;3
2248;3
2249;3
2250;3
2251;3
2252;3
2253;3
2254;3
2255;3
2256;3
2257;3
2258;3
2259;3
2260;3
2261;3
2262;3
2263;3
2264;3
2265;3
2266;3
2267;3
2268;3
2269;3
2270;3
2271;3
2272;3
2273;3
2274;3
2275;3
2276;3
2277;3
2278;3
2279;3
2280;1
2281;1
2282;1
2283;3
2284;3
2285;3
2286;3
2287;3
2288;3
2289;3
2290;3
2291;3
2292;3
2293;3
2294;3
2295;3
2296;3
2297;3
2298;3
2299;3
2300;3
2301;3
2302;3
2303;3
2304;5
2305;5
2306;5
2307;5
2308;5
2309;5
2310;5
2311;5
2312;5
2313;5
2314;5
2315;5
2316;5
2317;5
2318;5
2319;5
2320;5
2321;5
2322;5
2323;5
2324;5
2325;5
2326;5
2327;5
2328;5
2329;5
2330;5
2331;5
2332;5
2333;5
2334;5
2335;5
2336;5
2337;5
2338;5
2339;5
2340;5
2341;5
2342;5
2343;5
2344;5
2345;5
2346;5
2347;5
2348;5
2349;5
2350;5
2351;5
2352;5
2353;5
2354;5
2355;5
2356;5
2357;5
2358;5
2359;5
2360;5
2361;5
2362;5
2363;5
2364;5
2365;5
2366;5
2367;5
2368;5
2369;5
2370;5
2371;5
2372;5
2373;5
2374;5
2375;5
2376;5
2377;5
2378;5
2379;5
2380;5
2381;5
2382;5
2383;5
2384;5
2385;5
2386;5
2387;5
2388;5
2389;5
2390;5
2391;5
2392;5
2393;5
2394;5
2395;5
2396;5
2397;5
2398;5
2399;5
2400;5
2401;5
2402;5
2403;5
2404;5
2405;5
2406;5
2407;5
2408;5
2409;5
2410;5
2411;5
2412;5
2413;5
2414;5
2415;5
2416;5
2417;5
2418;5
2419;5
2420;5
2421;5
2422;5
2423;5
2424;5
2425;5
2426;5
2427;5
2428;5
2429;5
2430;5
2431;5
2432;5
2433;5
2434;5
2435;5
2436;5
2437;5
2438;5
2439;5
2440;5
2441;5
2442;5
2443;5
2444;5
2445;5
2446;5
2447;5
2448;5
2449;5
2450;5
2451;5
2452;5
2453;5
2454;5
2455;5
2456;5
2457;5
2458;5
2459;5
2460;5
2461;5
2462;5
2463;5
2464;5
2465;5
2466;5
2467;5
2468;5
2469;5
2470;5
2471;5
2472;5
2473;5
2474;5
2475;5
2476;5
2477;5
2478;5
2479;5
2480;5
2481;5
2482;5
2483;5
2484;5
2485;5
2486;5
2487;5
2488;5
2489;5
2490;5
2491;5
2492;5
2493;5
2494;5
2495;5
2496;5
2497;5
2498;5
2499;5
2500;5
2501;5
2502;5
2503;5
2504;5
2505;5
2506;5
2507;5
2508;5
2509;5
2510;5
2511;5
2512;5
2513;5
2514;5
2515;5
2516;5
2517;5
2518;5
2519;5
2520;5
2521;5
2522;5
2523;5
2524;5
2525;5
2526;5
2527;5
2528;5
2529;5
2530;5
2531;5
2532;5
2533;5
2534;5
2535;5
2536;5
2537;5
2538;5
2539;5
2540;5
2541;5
2542;5
2543;5
2544;5
2545;5
2546;5
2547;5
2548;5
2549;5
2550;5
2551;5
2552;5
2553;5
2554;5
2555;5
2556;5
2557;5
2558;5
2559;5
2560;1
2561;1
2562;1
2563;1
2564;1
2565;1
2566;1
2567;1
2568;1
2569;1
2570;1
2571;1
2572;1
2573;1
2574;1
2575;1
2576;1
2577;1
2578;1
2579;1
2580;1
2581;1
2582;1
2583;1
2584;1
2585;1
2586;1
2587;1
2588;1
2589;1
2590;1
2591;1
2592;1
2593;1
2594;1
2595;1
2596;1
2597;1
2598;1
2599;1
2600;5
2601;1
2602;1
2603;1
2604;5
2605;5
2606;5
2607;5
2608;5
2609;5
2610;5
2611;5
2612;5
2613;5
2614;5
2615;5
2616;5
2617;5
2618;5
2619;5
2620;5
2621;5
2622;5
2623;5
2624;1
2625;1
2626;1
2627;1
2628;1
2629;1
2630;1
2631;1
2632;1
2633;1
2634;1
2635;1
2636;1
2637;1
2638;1
2639;1
2640;1
2641;1
2642;1
2643;1
2644;1
2645;1
2646;1
2647;1
2648;1
2649;1
2650;1
2651;1
2652;1
2653;1
2654;1
2655;1
2656;1
2657;1
2658;1
2659;1
2660;1
2661;1
2662;1
2663;1
2664;1
2665;1
2666;1
2667;1
2668;1
2669;1
2670;1
2671;1
2672;1
2673;1
2674;1
2675;1
2676;1
2677;1
2678;1
2679;1
2680;1
2681;1
2682;1
2683;1
2684;1
2685;1
2686;1
2687;1
2688;5
2689;5
2690;5
2691;5
2692;5
2693;5
2694;5
2695;5
2696;5
2697;5
2698;5
2699;5
2700;5
2701;5
2702;5
2703;5
2704;5
2705;5
2706;5
2707;5
2708;5
2709;5
2710;5
2711;5
2712;5
2713;5
2714;5
2715;5
2716;5
2717;5
2718;5
2719;5
2720;5
2721;5
2722;5
2723;5
2724;5
2725;5
2726;5
2727;5
2728;5
2729;5
2730;5
2731;5
2732;5
2733;5
2734;5
2735;5
2736;5
2737;5
2738;5
2739;5
2740;5
2741;5
2742;5
2743;5
2744;5
2745;5
2746;5
2747;5
2748;5
2749;5
2750;5
2751;5
2752;5
2753;5
2754;5
2755;5
2756;5
2757;5
2758;5
2759;5
2760;5
2761;5
2762;5
2763;5
2764;5
2765;5
2766;5
2767;5
2768;5
2769;5
2770;5
2771;5
2772;5
2773;5
2774;5
2775;5
2776;5
2777;5
2778;5
2779;5
2780;5
2781;5
2782;5
2783;5
2784;5
2785;5
2786;5
2787;5
2788;5
2789;5
2790;5
2791;5
2792;5
2793;5
2794;5
2795;5
2796;5
2797;5
2798;5
2799;5
2800;5
2801;5
2802;5
2803;5
2804;5
2805;5
2806;5
2807;5
2808;5
2809;5
2810;5
2811;5
2812;5
2813;5
2814;5
2815;5
2816;1
2817;1
2818;1
2819;1
2820;1
2821;1
2822;1
2823;1
2824;1
2825;1
2826;1
2827;1
2828;1
2829;1
2830;1
2831;1
2832;1
2833;1
2834;1
2835;1
2836;1
2837;1
2838;1
2839;1
2840;1
2841;1
2842;1
2843;1
2844;1
2845;1
2846;1
2847;1
2848;1
2849;1
2850;1
2851;1
2852;1
2853;1
2854;1
2855;1
2856;1
2857;1
2858;1
2859;1
2860;1
2861;1
2862;1
2863;1
2864;1
2865;1
2866;1
2867;1
2868;1
2869;1
2870;1
2871;1
2872;1
2873;1
2874;1
2875;1
2876;1
2877;1
2878;1
2879;1
2880;1
2881;1
2882;1
2883;1
2884;1
2885;1
2886;1
2887;1
2888;1
2889;1
2890;1
2891;1
2892;1
2893;1
2894;1
2895;1
2896;1
2897;1
2898;1
2899;1
2900;1
2901;1
2902;1
2903;1
2904;1
2905;1
2906;1
2907;1
2908;1
2909;1
2910;1
2911;1
2912;1
2913;1
2914;1
2915;1
2916;1
2917;1
2918;1
2919;1
2920;1
2921;1
2922;1
2923;1
2924;1
2925;1
2926;1
2927;1
2928;1
2929;1
2930;1
2931;1
2932;1
2933;1
2934;1
2935;1
2936;1
2937;1
2938;1
2939;1
2940;1
2941;1
2942;1
2943;1
2944;1
2945;1
2946;1
2947;1
2948;1
2949;1
2950;1
2951;1
2952;1
2953;1
2954;1
2955;1
2956;1
2957;1
2958;1
2959;1
2960;1
2961;1
2962;1
2963;1
2964;1
2965;1
2966;1
2967;1
2968;1
2969;1
2970;1
2971;1
2972;1
2973;1
2974;1
2975;1
2976;1
2977;1
2978;1
2979;1
2980;1
2981;1
2982;1
2983;1
2984;1
2985;1
2986;1
2987;1
2988;1
2989;1
2990;1
2991;1
2992;1
2993;1
2994;1
2995;1
